Core,X,Y,Tiefe mm,Y,Moving average 5 mm
KLOP18-L1b-2.5-4m,276.3,763.421,2382.3,763.421,793.6418333
KLOP18-L1b-2.5-4m,276.6,767.158,2382.6,767.158,795.6794444
KLOP18-L1b-2.5-4m,276.9,777.8,2382.9,777.8,796.1399444
KLOP18-L1b-2.5-4m,277.2,792.797,2383.2,792.797,795.5397222
KLOP18-L1b-2.5-4m,277.5,808.075,2383.5,808.075,794.9703889
KLOP18-L1b-2.5-4m,277.8,819.787,2383.8,819.787,794.7213333
KLOP18-L1b-2.5-4m,278.1,826.527,2384.1,826.527,794.6361667
KLOP18-L1b-2.5-4m,278.4,827.545,2384.4,827.545,794.4551667
KLOP18-L1b-2.5-4m,278.7,827.599,2384.7,827.599,794.2067778
KLOP18-L1b-2.5-4m,279,823.362,2385,823.362,794.1507222
KLOP18-L1b-2.5-4m,279.3,809.307,2385.3,809.307,794.1271667
KLOP18-L1b-2.5-4m,279.6,791.265,2385.6,791.265,793.6915
KLOP18-L1b-2.5-4m,279.9,784.134,2385.9,784.134,792.4326111
KLOP18-L1b-2.5-4m,280.2,786.943,2386.2,786.943,790.1836667
KLOP18-L1b-2.5-4m,280.5,785.63,2386.5,785.63,786.9888889
KLOP18-L1b-2.5-4m,280.8,777.167,2386.8,777.167,782.762
KLOP18-L1b-2.5-4m,281.1,766.738,2387.1,766.738,777.3583889
KLOP18-L1b-2.5-4m,281.4,760.467,2387.4,760.467,771.2810556
KLOP18-L1b-2.5-4m,281.7,762.412,2387.7,762.412,765.7628333
KLOP18-L1b-2.5-4m,282,766.734,2388,766.734,761.7815556
KLOP18-L1b-2.5-4m,282.3,769.958,2388.3,769.958,759.3936667
KLOP18-L1b-2.5-4m,282.6,770.137,2388.6,770.137,757.8723333
KLOP18-L1b-2.5-4m,282.9,767.594,2388.9,767.594,756.5383333
KLOP18-L1b-2.5-4m,283.2,762.281,2389.2,762.281,755.5443333
KLOP18-L1b-2.5-4m,283.5,750.443,2389.5,750.443,755.3825
KLOP18-L1b-2.5-4m,283.8,730.28,2389.8,730.28,756.2132778
KLOP18-L1b-2.5-4m,284.1,718.207,2390.1,718.207,757.5425
KLOP18-L1b-2.5-4m,284.4,724.034,2390.4,724.034,758.9580556
KLOP18-L1b-2.5-4m,284.7,737.644,2390.7,737.644,760.5523889
KLOP18-L1b-2.5-4m,285,748.283,2391,748.283,762.2327222
KLOP18-L1b-2.5-4m,285.3,756.75,2391.3,756.75,763.9897778
KLOP18-L1b-2.5-4m,285.6,762.931,2391.6,762.931,766.3112222
KLOP18-L1b-2.5-4m,285.9,767.738,2391.9,767.738,769.6217778
KLOP18-L1b-2.5-4m,286.2,774.254,2392.2,774.254,773.9154444
KLOP18-L1b-2.5-4m,286.5,781.692,2392.5,781.692,779.1626667
KLOP18-L1b-2.5-4m,286.8,784.393,2392.8,784.393,784.479
KLOP18-L1b-2.5-4m,287.1,787.892,2393.1,787.892,788.6434444
KLOP18-L1b-2.5-4m,287.4,795.432,2393.4,795.432,791.4026667
KLOP18-L1b-2.5-4m,287.7,800.204,2393.7,800.204,793.2492222
KLOP18-L1b-2.5-4m,288,801.764,2394,801.764,794.1400556
KLOP18-L1b-2.5-4m,288.3,809.38,2394.3,809.38,794.0378333
KLOP18-L1b-2.5-4m,288.6,821.871,2394.6,821.871,793.5756667
KLOP18-L1b-2.5-4m,288.9,827.729,2394.9,827.729,793.5951111
KLOP18-L1b-2.5-4m,289.2,824.73,2395.2,824.73,794.5848333
KLOP18-L1b-2.5-4m,289.5,813.901,2395.5,813.901,796.8665
KLOP18-L1b-2.5-4m,289.8,798.994,2395.8,798.994,800.1242778
KLOP18-L1b-2.5-4m,290.1,787.31,2396.1,787.31,802.9700556
KLOP18-L1b-2.5-4m,290.4,781.521,2396.4,781.521,804.5111667
KLOP18-L1b-2.5-4m,290.7,772.785,2396.7,772.785,804.8067778
KLOP18-L1b-2.5-4m,291,761.091,2397,761.091,803.8118333
KLOP18-L1b-2.5-4m,291.3,759.419,2397.3,759.419,801.6968889
KLOP18-L1b-2.5-4m,291.6,774.604,2397.6,774.604,799.3774444
KLOP18-L1b-2.5-4m,291.9,799.507,2397.9,799.507,797.3837222
KLOP18-L1b-2.5-4m,292.2,825.463,2398.2,825.463,795.9791667
KLOP18-L1b-2.5-4m,292.5,846.532,2398.5,846.532,795.3067222
KLOP18-L1b-2.5-4m,292.8,846.656,2398.8,846.656,795.1680556
KLOP18-L1b-2.5-4m,293.1,827.944,2399.1,827.944,795.277
KLOP18-L1b-2.5-4m,293.4,807.085,2399.4,807.085,795.6741667
KLOP18-L1b-2.5-4m,293.7,791.471,2399.7,791.471,796.2726667
KLOP18-L1b-2.5-4m,294,783.802,2400,783.802,796.5191111
KLOP18-L1b-2.5-4m,294.3,785.979,2400.3,785.979,795.9524444
KLOP18-L1b-2.5-4m,294.6,788.843,2400.6,788.843,794.5182778
KLOP18-L1b-2.5-4m,294.9,788.619,2400.9,788.619,792.2939444
KLOP18-L1b-2.5-4m,295.2,786.89,2401.2,786.89,788.9578333
KLOP18-L1b-2.5-4m,295.5,784.814,2401.5,784.814,784.7403333
KLOP18-L1b-2.5-4m,295.8,783.482,2401.8,783.482,780.8941667
KLOP18-L1b-2.5-4m,296.1,779.934,2402.1,779.934,778.6802222
KLOP18-L1b-2.5-4m,296.4,771.864,2402.4,771.864,778.0733333
KLOP18-L1b-2.5-4m,296.7,763.855,2402.7,763.855,777.9928333
KLOP18-L1b-2.5-4m,297,764.404,2403,764.404,777.5647778
KLOP18-L1b-2.5-4m,297.3,773.692,2403.3,773.692,776.3053333
KLOP18-L1b-2.5-4m,297.6,785.425,2403.6,785.425,773.9051667
KLOP18-L1b-2.5-4m,297.9,786.482,2403.9,786.482,770.3153889
KLOP18-L1b-2.5-4m,298.2,770.741,2404.2,770.741,765.8475
KLOP18-L1b-2.5-4m,298.5,758.713,2404.5,758.713,760.9667778
KLOP18-L1b-2.5-4m,298.8,767.234,2404.8,767.234,756.507
KLOP18-L1b-2.5-4m,299.1,780.547,2405.1,780.547,753.3665
KLOP18-L1b-2.5-4m,299.4,782.353,2405.4,782.353,751.6921667
KLOP18-L1b-2.5-4m,299.7,778.274,2405.7,778.274,750.5067778
KLOP18-L1b-2.5-4m,300,766.173,2406,766.173,748.6375556
KLOP18-L1b-2.5-4m,300.3,745.416,2406.3,745.416,745.6198333
KLOP18-L1b-2.5-4m,300.6,722.274,2406.6,722.274,741.9786111
KLOP18-L1b-2.5-4m,300.9,704.392,2406.9,704.392,738.9647778
KLOP18-L1b-2.5-4m,301.2,695.629,2407.2,695.629,736.8363889
KLOP18-L1b-2.5-4m,301.5,699.658,2407.5,699.658,734.5326667
KLOP18-L1b-2.5-4m,301.8,715.335,2407.8,715.335,731.2815
KLOP18-L1b-2.5-4m,302.1,733.717,2408.1,733.717,727.3257222
KLOP18-L1b-2.5-4m,302.4,743.067,2408.4,743.067,723.421
KLOP18-L1b-2.5-4m,302.7,740.046,2408.7,740.046,720.5496667
KLOP18-L1b-2.5-4m,303,731.106,2409,731.106,719.2033889
KLOP18-L1b-2.5-4m,303.3,720.94,2409.3,720.94,719.107
KLOP18-L1b-2.5-4m,303.6,716.492,2409.6,716.492,719.8977778
KLOP18-L1b-2.5-4m,303.9,720.402,2409.9,720.402,721.1959444
KLOP18-L1b-2.5-4m,304.2,725.767,2410.2,725.767,722.1151667
KLOP18-L1b-2.5-4m,304.5,722.026,2410.5,722.026,721.4616111
KLOP18-L1b-2.5-4m,304.8,711.149,2410.8,711.149,718.7521111
KLOP18-L1b-2.5-4m,305.1,707.989,2411.1,707.989,714.9212222
KLOP18-L1b-2.5-4m,305.4,714.489,2411.4,714.489,711.2944444
KLOP18-L1b-2.5-4m,305.7,721.183,2411.7,721.183,708.2106667
KLOP18-L1b-2.5-4m,306,720.539,2412,720.539,705.5613333
KLOP18-L1b-2.5-4m,306.3,718.626,2412.3,718.626,703.4215
KLOP18-L1b-2.5-4m,306.6,718.996,2412.6,718.996,702.0192778
KLOP18-L1b-2.5-4m,306.9,716.204,2412.9,716.204,701.0845
KLOP18-L1b-2.5-4m,307.2,703.571,2413.2,703.571,701.0276111
KLOP18-L1b-2.5-4m,307.5,684.946,2413.5,684.946,702.7672778
KLOP18-L1b-2.5-4m,307.8,674.111,2413.8,674.111,705.9565556
KLOP18-L1b-2.5-4m,308.1,674.764,2414.1,674.764,709.3097222
KLOP18-L1b-2.5-4m,308.4,675.598,2414.4,675.598,712.7201111
KLOP18-L1b-2.5-4m,308.7,673.252,2414.7,673.252,717.1006111
KLOP18-L1b-2.5-4m,309,677.975,2415,677.975,722.8896667
KLOP18-L1b-2.5-4m,309.3,695.162,2415.3,695.162,730.1945
KLOP18-L1b-2.5-4m,309.6,708.941,2415.6,708.941,738.4593333
KLOP18-L1b-2.5-4m,309.9,721.002,2415.9,721.002,747.2728333
KLOP18-L1b-2.5-4m,310.2,742.463,2416.2,742.463,756.7238333
KLOP18-L1b-2.5-4m,310.5,765.396,2416.5,765.396,766.9286667
KLOP18-L1b-2.5-4m,310.8,774.846,2416.8,774.846,777.5212222
KLOP18-L1b-2.5-4m,311.1,782.57,2417.1,782.57,788.3656667
KLOP18-L1b-2.5-4m,311.4,799.388,2417.4,799.388,799.46
KLOP18-L1b-2.5-4m,311.7,822.829,2417.7,822.829,810.4915556
KLOP18-L1b-2.5-4m,312,850.483,2418,850.483,821.1479444
KLOP18-L1b-2.5-4m,312.3,864.971,2418.3,864.971,831.7644444
KLOP18-L1b-2.5-4m,312.6,862.214,2418.6,862.214,841.7759444
KLOP18-L1b-2.5-4m,312.9,855.064,2418.9,855.064,849.5802222
KLOP18-L1b-2.5-4m,313.2,857.798,2419.2,857.798,854.4608333
KLOP18-L1b-2.5-4m,313.5,865.43,2419.5,865.43,857.2472778
KLOP18-L1b-2.5-4m,313.8,870.798,2419.8,870.798,857.9691111
KLOP18-L1b-2.5-4m,314.1,872.95,2420.1,872.95,855.861
KLOP18-L1b-2.5-4m,314.4,876.543,2420.4,876.543,850.0827222
KLOP18-L1b-2.5-4m,314.7,886.977,2420.7,886.977,841.3427778
KLOP18-L1b-2.5-4m,315,900.038,2421,900.038,832.3222778
KLOP18-L1b-2.5-4m,315.3,901.209,2421.3,901.209,825.8272778
KLOP18-L1b-2.5-4m,315.6,882.94,2421.6,882.94,822.5356667
KLOP18-L1b-2.5-4m,315.9,853.247,2421.9,853.247,820.9746667
KLOP18-L1b-2.5-4m,316.2,825.002,2422.2,825.002,819.7395
KLOP18-L1b-2.5-4m,316.5,795.563,2422.5,795.563,818.1025556
KLOP18-L1b-2.5-4m,316.8,761.442,2422.8,761.442,815.5473889
KLOP18-L1b-2.5-4m,317.1,718.82,2423.1,718.82,811.5886667
KLOP18-L1b-2.5-4m,317.4,693.164,2423.4,693.164,805.4848889
KLOP18-L1b-2.5-4m,317.7,702.602,2423.7,702.602,797.1221111
KLOP18-L1b-2.5-4m,318,745.304,2424,745.304,787.2038333
KLOP18-L1b-2.5-4m,318.3,795.815,2424.3,795.815,776.5958333
KLOP18-L1b-2.5-4m,318.6,829.7,2424.6,829.7,765.8106667
KLOP18-L1b-2.5-4m,318.9,843.197,2424.9,843.197,755.2807222
KLOP18-L1b-2.5-4m,319.2,841.333,2425.2,841.333,745.9306111
KLOP18-L1b-2.5-4m,319.5,826.957,2425.5,826.957,739.0231667
KLOP18-L1b-2.5-4m,319.8,805.286,2425.8,805.286,735.6023889
KLOP18-L1b-2.5-4m,320.1,777.109,2426.1,777.109,734.9446111
KLOP18-L1b-2.5-4m,320.4,749.508,2426.4,749.508,734.6242222
KLOP18-L1b-2.5-4m,320.7,722.68,2426.7,722.68,732.2737778
KLOP18-L1b-2.5-4m,321,691.996,2427,691.996,727.7387778
KLOP18-L1b-2.5-4m,321.3,659.114,2427.3,659.114,722.6931111
KLOP18-L1b-2.5-4m,321.6,635.463,2427.6,635.463,718.2677222
KLOP18-L1b-2.5-4m,321.9,627.261,2427.9,627.261,714.3424444
KLOP18-L1b-2.5-4m,322.2,637.108,2428.2,637.108,710.3391667
KLOP18-L1b-2.5-4m,322.5,657.246,2428.5,657.246,706.5780556
KLOP18-L1b-2.5-4m,322.8,681.324,2428.8,681.324,704.1530556
KLOP18-L1b-2.5-4m,323.1,696.835,2429.1,696.835,703.7299444
KLOP18-L1b-2.5-4m,323.4,702.996,2429.4,702.996,705.7835556
KLOP18-L1b-2.5-4m,323.7,714.185,2429.7,714.185,710.5686111
KLOP18-L1b-2.5-4m,324,738.878,2430,738.878,717.7885
KLOP18-L1b-2.5-4m,324.3,763.54,2430.3,763.54,726.7295
KLOP18-L1b-2.5-4m,324.6,770.678,2430.6,770.678,736.7685
KLOP18-L1b-2.5-4m,324.9,754.898,2430.9,754.898,747.194
KLOP18-L1b-2.5-4m,325.2,737.586,2431.2,737.586,756.9872778
KLOP18-L1b-2.5-4m,325.5,733.459,2431.5,733.459,765.0016667
KLOP18-L1b-2.5-4m,325.8,741.892,2431.8,741.892,771.3682778
KLOP18-L1b-2.5-4m,326.1,759.645,2432.1,759.645,776.6470556
KLOP18-L1b-2.5-4m,326.4,778.127,2432.4,778.127,780.5665556
KLOP18-L1b-2.5-4m,326.7,789.072,2432.7,789.072,782.2596667
KLOP18-L1b-2.5-4m,327,796.401,2433,796.401,782.0498333
KLOP18-L1b-2.5-4m,327.3,807.963,2433.3,807.963,781.1736667
KLOP18-L1b-2.5-4m,327.6,824.767,2433.6,824.767,781.1553889
KLOP18-L1b-2.5-4m,327.9,833.525,2433.9,833.525,782.4203889
KLOP18-L1b-2.5-4m,328.2,825.583,2434.2,825.583,784.3606111
KLOP18-L1b-2.5-4m,328.5,811.434,2434.5,811.434,786.169
KLOP18-L1b-2.5-4m,328.8,798.014,2434.8,798.014,787.2988889
KLOP18-L1b-2.5-4m,329.1,784.736,2435.1,784.736,787.5901667
KLOP18-L1b-2.5-4m,329.4,769.354,2435.4,769.354,787.0268889
KLOP18-L1b-2.5-4m,329.7,759.763,2435.7,759.763,785.6095556
KLOP18-L1b-2.5-4m,330,754.907,2436,754.907,783.2938889
KLOP18-L1b-2.5-4m,330.3,754.569,2436.3,754.569,780.1348889
KLOP18-L1b-2.5-4m,330.6,760.356,2436.6,760.356,776.8981111
KLOP18-L1b-2.5-4m,330.9,768.383,2436.9,768.383,774.8393333
KLOP18-L1b-2.5-4m,331.2,774.443,2437.2,774.443,774.5287778
KLOP18-L1b-2.5-4m,331.5,779.983,2437.5,779.983,775.9351111
KLOP18-L1b-2.5-4m,331.8,783.37,2437.8,783.37,778.8496667
KLOP18-L1b-2.5-4m,332.1,778.933,2438.1,778.933,783.2582778
KLOP18-L1b-2.5-4m,332.4,770.889,2438.4,770.889,788.7802778
KLOP18-L1b-2.5-4m,332.7,766.281,2438.7,766.281,795.1668333
KLOP18-L1b-2.5-4m,333,767.905,2439,767.905,802.179
KLOP18-L1b-2.5-4m,333.3,775.263,2439.3,775.263,809.2162222
KLOP18-L1b-2.5-4m,333.6,788.525,2439.6,788.525,815.6807222
KLOP18-L1b-2.5-4m,333.9,805.844,2439.9,805.844,821.2753889
KLOP18-L1b-2.5-4m,334.2,823.328,2440.2,823.328,825.8237222
KLOP18-L1b-2.5-4m,334.5,837.198,2440.5,837.198,829.5139444
KLOP18-L1b-2.5-4m,334.8,848.709,2440.8,848.709,833.1457222
KLOP18-L1b-2.5-4m,335.1,859.159,2441.1,859.159,837.2508889
KLOP18-L1b-2.5-4m,335.4,869.865,2441.4,869.865,841.7611667
KLOP18-L1b-2.5-4m,335.7,880.788,2441.7,880.788,846.4480556
KLOP18-L1b-2.5-4m,336,887.026,2442,887.026,851.4164444
KLOP18-L1b-2.5-4m,336.3,884.744,2442.3,884.744,856.798
KLOP18-L1b-2.5-4m,336.6,875.147,2442.6,875.147,862.6298333
KLOP18-L1b-2.5-4m,336.9,861.853,2442.9,861.853,868.911
KLOP18-L1b-2.5-4m,337.2,849.794,2443.2,849.794,875.407
KLOP18-L1b-2.5-4m,337.5,844.305,2443.5,844.305,881.2760556
KLOP18-L1b-2.5-4m,337.8,844.782,2443.8,844.782,886.0745
KLOP18-L1b-2.5-4m,338.1,847.466,2444.1,847.466,889.9279444
KLOP18-L1b-2.5-4m,338.4,852.269,2444.4,852.269,893.2972778
KLOP18-L1b-2.5-4m,338.7,864.694,2444.7,864.694,896.8897778
KLOP18-L1b-2.5-4m,339,885.393,2445,885.393,901.5322222
KLOP18-L1b-2.5-4m,339.3,910.817,2445.3,910.817,907.8213333
KLOP18-L1b-2.5-4m,339.6,936.389,2445.6,936.389,915.885
KLOP18-L1b-2.5-4m,339.9,954.126,2445.9,954.126,924.8297778
KLOP18-L1b-2.5-4m,340.2,954.352,2446.2,954.352,933.3819444
KLOP18-L1b-2.5-4m,340.5,945.531,2446.5,945.531,941.7836111
KLOP18-L1b-2.5-4m,340.8,939.227,2446.8,939.227,951.6368889
KLOP18-L1b-2.5-4m,341.1,941.436,2447.1,941.436,963.1325
KLOP18-L1b-2.5-4m,341.4,951.691,2447.4,951.691,974.6343333
KLOP18-L1b-2.5-4m,341.7,968.308,2447.7,968.308,984.1618889
KLOP18-L1b-2.5-4m,342,988.351,2448,988.351,989.7978333
KLOP18-L1b-2.5-4m,342.3,1006.999,2448.3,1006.999,991.1565
KLOP18-L1b-2.5-4m,342.6,1010.8,2448.6,1010.8,988.9839444
KLOP18-L1b-2.5-4m,342.9,998.244,2448.9,998.244,985.2859444
KLOP18-L1b-2.5-4m,343.2,996.012,2449.2,996.012,981.0586667
KLOP18-L1b-2.5-4m,343.5,1024.825,2449.5,1024.825,976.1993889
KLOP18-L1b-2.5-4m,343.8,1059.19,2449.8,1059.19,970.6532778
KLOP18-L1b-2.5-4m,344.1,1071.727,2450.1,1071.727,964.4359444
KLOP18-L1b-2.5-4m,344.4,1056.889,2450.4,1056.889,957.4430556
KLOP18-L1b-2.5-4m,344.7,1012.264,2450.7,1012.264,949.6993889
KLOP18-L1b-2.5-4m,345,960.845,2451,960.845,941.3375556
KLOP18-L1b-2.5-4m,345.3,915.02,2451.3,915.02,933.082
KLOP18-L1b-2.5-4m,345.6,887.788,2451.6,887.788,926.2706111
KLOP18-L1b-2.5-4m,345.9,869.44,2451.9,869.44,921.2203333
KLOP18-L1b-2.5-4m,346.2,851.76,2452.2,851.76,916.5626667
KLOP18-L1b-2.5-4m,346.5,841.606,2452.5,841.606,911.0399444
KLOP18-L1b-2.5-4m,346.8,839.779,2452.8,839.779,904.4996667
KLOP18-L1b-2.5-4m,347.1,842.436,2453.1,842.436,897.4595556
KLOP18-L1b-2.5-4m,347.4,848.965,2453.4,848.965,890.7266111
KLOP18-L1b-2.5-4m,347.7,856.486,2453.7,856.486,884.4534444
KLOP18-L1b-2.5-4m,348,862.2,2454,862.2,878.9263889
KLOP18-L1b-2.5-4m,348.3,875.639,2454.3,875.639,873.5914444
KLOP18-L1b-2.5-4m,348.6,905.107,2454.6,905.107,868.3547778
KLOP18-L1b-2.5-4m,348.9,940.987,2454.9,940.987,863.6616111
KLOP18-L1b-2.5-4m,349.2,959.781,2455.2,959.781,859.5419444
KLOP18-L1b-2.5-4m,349.5,954.002,2455.5,954.002,855.8855
KLOP18-L1b-2.5-4m,349.8,930.167,2455.8,930.167,852.7077778
KLOP18-L1b-2.5-4m,350.1,891.071,2456.1,891.071,849.8672222
KLOP18-L1b-2.5-4m,350.4,847.928,2456.4,847.928,847.0861111
KLOP18-L1b-2.5-4m,350.7,815.533,2456.7,815.533,844.2663333
KLOP18-L1b-2.5-4m,351,791.759,2457,791.759,841.2578333
KLOP18-L1b-2.5-4m,351.3,775.18,2457.3,775.18,837.5656667
KLOP18-L1b-2.5-4m,351.6,767.283,2457.6,767.283,833.1042222
KLOP18-L1b-2.5-4m,351.9,767.452,2457.9,767.452,828.8721111
KLOP18-L1b-2.5-4m,352.2,773.963,2458.2,773.963,826.4615
KLOP18-L1b-2.5-4m,352.5,785.237,2458.5,785.237,826.8616111
KLOP18-L1b-2.5-4m,352.8,797.835,2458.8,797.835,830.5535
KLOP18-L1b-2.5-4m,353.1,806.426,2459.1,806.426,836.8783333
KLOP18-L1b-2.5-4m,353.4,811.444,2459.4,811.444,844.3023333
KLOP18-L1b-2.5-4m,353.7,821.486,2459.7,821.486,851.7962778
KLOP18-L1b-2.5-4m,354,838.648,2460,838.648,858.9758889
KLOP18-L1b-2.5-4m,354.3,860.681,2460.3,860.681,865.7483333
KLOP18-L1b-2.5-4m,354.6,883.603,2460.6,883.603,871.5866667
KLOP18-L1b-2.5-4m,354.9,910.611,2460.9,910.611,875.7833889
KLOP18-L1b-2.5-4m,355.2,937.369,2461.2,937.369,877.2848333
KLOP18-L1b-2.5-4m,355.5,957.525,2461.5,957.525,875.642
KLOP18-L1b-2.5-4m,355.8,961.775,2461.8,961.775,871.3073333
KLOP18-L1b-2.5-4m,356.1,949.165,2462.1,949.165,865.2391111
KLOP18-L1b-2.5-4m,356.4,926.65,2462.4,926.65,858.1883889
KLOP18-L1b-2.5-4m,356.7,904.413,2462.7,904.413,850.8855556
KLOP18-L1b-2.5-4m,357,889.187,2463,889.187,843.87
KLOP18-L1b-2.5-4m,357.3,872.542,2463.3,872.542,837.3886667
KLOP18-L1b-2.5-4m,357.6,849.504,2463.6,849.504,831.5618333
KLOP18-L1b-2.5-4m,357.9,812.263,2463.9,812.263,826.2137222
KLOP18-L1b-2.5-4m,358.2,768.264,2464.2,768.264,821.299
KLOP18-L1b-2.5-4m,358.5,728.402,2464.5,728.402,817.4880556
KLOP18-L1b-2.5-4m,358.8,702.216,2464.8,702.216,815.1422778
KLOP18-L1b-2.5-4m,359.1,694.573,2465.1,694.573,814.1080556
KLOP18-L1b-2.5-4m,359.4,707.197,2465.4,707.197,813.528
KLOP18-L1b-2.5-4m,359.7,734.401,2465.7,734.401,812.4589444
KLOP18-L1b-2.5-4m,360,766.939,2466,766.939,810.8391111
KLOP18-L1b-2.5-4m,360.3,805.728,2466.3,805.728,809.3802778
KLOP18-L1b-2.5-4m,360.6,841.103,2466.6,841.103,809.5485
KLOP18-L1b-2.5-4m,360.9,869.06,2466.9,869.06,812.1751667
KLOP18-L1b-2.5-4m,361.2,893.178,2467.2,893.178,817.3460556
KLOP18-L1b-2.5-4m,361.5,906.941,2467.5,906.941,824.546
KLOP18-L1b-2.5-4m,361.8,908.034,2467.8,908.034,832.9323889
KLOP18-L1b-2.5-4m,362.1,893.972,2468.1,893.972,841.2675556
KLOP18-L1b-2.5-4m,362.4,869.944,2468.4,869.944,848.5603333
KLOP18-L1b-2.5-4m,362.7,843.385,2468.7,843.385,854.2589444
KLOP18-L1b-2.5-4m,363,823.245,2469,823.245,857.8811667
KLOP18-L1b-2.5-4m,363.3,815.291,2469.3,815.291,859.5512778
KLOP18-L1b-2.5-4m,363.6,815.544,2469.6,815.544,859.6657778
KLOP18-L1b-2.5-4m,363.9,821.478,2469.9,821.478,858.4356111
KLOP18-L1b-2.5-4m,364.2,831.815,2470.2,831.815,856.4830556
KLOP18-L1b-2.5-4m,364.5,845.528,2470.5,845.528,854.6255
KLOP18-L1b-2.5-4m,364.8,857.23,2470.8,857.23,853.5794444
KLOP18-L1b-2.5-4m,365.1,865.671,2471.1,865.671,853.571
KLOP18-L1b-2.5-4m,365.4,869.514,2471.4,869.514,854.5356667
KLOP18-L1b-2.5-4m,365.7,870.928,2471.7,870.928,856.3431111
KLOP18-L1b-2.5-4m,366,871.165,2472,871.165,858.9153889
KLOP18-L1b-2.5-4m,366.3,871.121,2472.3,871.121,862.3235
KLOP18-L1b-2.5-4m,366.6,871.035,2472.6,871.035,866.6456111
KLOP18-L1b-2.5-4m,366.9,871.795,2472.9,871.795,871.4201667
KLOP18-L1b-2.5-4m,367.2,874.598,2473.2,874.598,876.16
KLOP18-L1b-2.5-4m,367.5,875.143,2473.5,875.143,880.6927222
KLOP18-L1b-2.5-4m,367.8,869.792,2473.8,869.792,884.7641111
KLOP18-L1b-2.5-4m,368.1,860.749,2474.1,860.749,888.0155
KLOP18-L1b-2.5-4m,368.4,855.779,2474.4,855.779,889.8946667
KLOP18-L1b-2.5-4m,368.7,861.592,2474.7,861.592,890.0852778
KLOP18-L1b-2.5-4m,369,876.89,2475,876.89,888.7697778
KLOP18-L1b-2.5-4m,369.3,899.276,2475.3,899.276,886.6708889
KLOP18-L1b-2.5-4m,369.6,917.757,2475.6,917.757,884.6097222
KLOP18-L1b-2.5-4m,369.9,930.845,2475.9,930.845,883.0684444
KLOP18-L1b-2.5-4m,370.2,938.819,2476.2,938.819,882.3842778
KLOP18-L1b-2.5-4m,370.5,938.956,2476.5,938.956,882.7479444
KLOP18-L1b-2.5-4m,370.8,928.039,2476.8,928.039,883.9072222
KLOP18-L1b-2.5-4m,371.1,904.753,2477.1,904.753,885.3930556
KLOP18-L1b-2.5-4m,371.4,874.596,2477.4,874.596,886.6026111
KLOP18-L1b-2.5-4m,371.7,847.442,2477.7,847.442,886.917
KLOP18-L1b-2.5-4m,372,833.255,2478,833.255,885.7567222
KLOP18-L1b-2.5-4m,372.3,834.694,2478.3,834.694,883.3825
KLOP18-L1b-2.5-4m,372.6,846.855,2478.6,846.855,880.2282222
KLOP18-L1b-2.5-4m,372.9,862.828,2478.9,862.828,876.7227778
KLOP18-L1b-2.5-4m,373.2,876.338,2479.2,876.338,873.4861111
KLOP18-L1b-2.5-4m,373.5,881.616,2479.5,881.616,871.4038889
KLOP18-L1b-2.5-4m,373.8,882.524,2479.8,882.524,871.7302778
KLOP18-L1b-2.5-4m,374.1,883.364,2480.1,883.364,875.3648889
KLOP18-L1b-2.5-4m,374.4,882.549,2480.4,882.549,881.9927222
KLOP18-L1b-2.5-4m,374.7,878.391,2480.7,878.391,889.7777222
KLOP18-L1b-2.5-4m,375,875.021,2481,875.021,896.3400556
KLOP18-L1b-2.5-4m,375.3,874.068,2481.3,874.068,900.6721111
KLOP18-L1b-2.5-4m,375.6,875.721,2481.6,875.721,903.1086667
KLOP18-L1b-2.5-4m,375.9,880.696,2481.9,880.696,904.9415556
KLOP18-L1b-2.5-4m,376.2,890.559,2482.2,890.559,907.3994444
KLOP18-L1b-2.5-4m,376.5,910.628,2482.5,910.628,910.9931667
KLOP18-L1b-2.5-4m,376.8,940.019,2482.8,940.019,915.5821111
KLOP18-L1b-2.5-4m,377.1,966.743,2483.1,966.743,920.6708333
KLOP18-L1b-2.5-4m,377.4,973.385,2483.4,973.385,925.3210556
KLOP18-L1b-2.5-4m,377.7,952.816,2483.7,952.816,928.3831667
KLOP18-L1b-2.5-4m,378,924.832,2484,924.832,929.6886111
KLOP18-L1b-2.5-4m,378.3,906.686,2484.3,906.686,929.9777778
KLOP18-L1b-2.5-4m,378.6,909.33,2484.6,909.33,930.1706667
KLOP18-L1b-2.5-4m,378.9,925.858,2484.9,925.858,930.5195556
KLOP18-L1b-2.5-4m,379.2,947.211,2485.2,947.211,930.2410556
KLOP18-L1b-2.5-4m,379.5,965.965,2485.5,965.965,928.0549444
KLOP18-L1b-2.5-4m,379.8,974.146,2485.8,974.146,923.5315
KLOP18-L1b-2.5-4m,380.1,962.095,2486.1,962.095,917.9728889
KLOP18-L1b-2.5-4m,380.4,930.139,2486.4,930.139,913.1123333
KLOP18-L1b-2.5-4m,380.7,897.566,2486.7,897.566,909.3899444
KLOP18-L1b-2.5-4m,381,880.926,2487,880.926,906.0809444
KLOP18-L1b-2.5-4m,381.3,884.168,2487.3,884.168,901.9791667
KLOP18-L1b-2.5-4m,381.6,896.839,2487.6,896.839,896.7427222
KLOP18-L1b-2.5-4m,381.9,905.615,2487.9,905.615,890.6063889
KLOP18-L1b-2.5-4m,382.2,900.669,2488.2,900.669,884.1811667
