Core,X,Y,Tiefe mm,Y,Moving average 5 mm
KLOP18-L1b-8.5-10m,616.8,1104.079,9083.1,1104.079,1103.293444
KLOP18-L1b-8.5-10m,617.1,1111.102,9083.4,1111.102,1108.281333
KLOP18-L1b-8.5-10m,617.4,1119.418,9083.7,1119.418,1113.066778
KLOP18-L1b-8.5-10m,617.7,1125.833,9084,1125.833,1117.426444
KLOP18-L1b-8.5-10m,618,1131.134,9084.3,1131.134,1121.170611
KLOP18-L1b-8.5-10m,618.3,1135.433,9084.6,1135.433,1124.444611
KLOP18-L1b-8.5-10m,618.6,1137.359,9084.9,1137.359,1127.350611
KLOP18-L1b-8.5-10m,618.9,1138.662,9085.2,1138.662,1129.915222
KLOP18-L1b-8.5-10m,619.2,1139.071,9085.5,1139.071,1132.049
KLOP18-L1b-8.5-10m,619.5,1137.951,9085.8,1137.951,1133.6765
KLOP18-L1b-8.5-10m,619.8,1136.813,9086.1,1136.813,1134.853
KLOP18-L1b-8.5-10m,620.1,1135.516,9086.4,1135.516,1135.779444
KLOP18-L1b-8.5-10m,620.4,1135.387,9086.7,1135.387,1136.668167
KLOP18-L1b-8.5-10m,620.7,1136.065,9087,1136.065,1137.540222
KLOP18-L1b-8.5-10m,621,1137.38,9087.3,1137.38,1138.517333
KLOP18-L1b-8.5-10m,621.3,1138.952,9087.6,1138.952,1139.693556
KLOP18-L1b-8.5-10m,621.6,1139.442,9087.9,1139.442,1140.946389
KLOP18-L1b-8.5-10m,621.9,1137.285,9088.2,1137.285,1142.193667
KLOP18-L1b-8.5-10m,622.2,1133.374,9088.5,1133.374,1143.414667
KLOP18-L1b-8.5-10m,622.5,1132.279,9088.8,1132.279,1144.529611
KLOP18-L1b-8.5-10m,622.8,1136.094,9089.1,1136.094,1145.637556
KLOP18-L1b-8.5-10m,623.1,1141.83,9089.4,1141.83,1147.041722
KLOP18-L1b-8.5-10m,623.4,1146.831,9089.7,1146.831,1148.953222
KLOP18-L1b-8.5-10m,623.7,1153.021,9090,1153.021,1151.167833
KLOP18-L1b-8.5-10m,624,1158.531,9090.3,1158.531,1153.489444
KLOP18-L1b-8.5-10m,624.3,1161.213,9090.6,1161.213,1155.956833
KLOP18-L1b-8.5-10m,624.6,1161.522,9090.9,1161.522,1158.726389
KLOP18-L1b-8.5-10m,624.9,1159.929,9091.2,1159.929,1161.970389
KLOP18-L1b-8.5-10m,625.2,1156.882,9091.5,1156.882,1165.512
KLOP18-L1b-8.5-10m,625.5,1155.459,9091.8,1155.459,1168.978167
KLOP18-L1b-8.5-10m,625.8,1160.662,9092.1,1160.662,1172.190944
KLOP18-L1b-8.5-10m,626.1,1170.472,9092.4,1170.472,1175.143222
KLOP18-L1b-8.5-10m,626.4,1177.243,9092.7,1177.243,1177.762278
KLOP18-L1b-8.5-10m,626.7,1180.741,9093,1180.741,1180.169556
KLOP18-L1b-8.5-10m,627,1183.855,9093.3,1183.855,1182.559444
KLOP18-L1b-8.5-10m,627.3,1187.137,9093.6,1187.137,1184.842056
KLOP18-L1b-8.5-10m,627.6,1191.766,9093.9,1191.766,1186.604056
KLOP18-L1b-8.5-10m,627.9,1196.028,9094.2,1196.028,1187.465
KLOP18-L1b-8.5-10m,628.2,1198.485,9094.5,1198.485,1187.419944
KLOP18-L1b-8.5-10m,628.5,1199.66,9094.8,1199.66,1186.412944
KLOP18-L1b-8.5-10m,628.8,1199.972,9095.1,1199.972,1184.384667
KLOP18-L1b-8.5-10m,629.1,1200.164,9095.4,1200.164,1181.620722
KLOP18-L1b-8.5-10m,629.4,1201.862,9095.7,1201.862,1178.432944
KLOP18-L1b-8.5-10m,629.7,1204.231,9096,1204.231,1174.956722
KLOP18-L1b-8.5-10m,630,1202.609,9096.3,1202.609,1171.286111
KLOP18-L1b-8.5-10m,630.3,1191.645,9096.6,1191.645,1167.278333
KLOP18-L1b-8.5-10m,630.6,1172.379,9096.9,1172.379,1162.605444
KLOP18-L1b-8.5-10m,630.9,1154.648,9097.2,1154.648,1156.893667
KLOP18-L1b-8.5-10m,631.2,1142.536,9097.5,1142.536,1150.129167
KLOP18-L1b-8.5-10m,631.5,1133.963,9097.8,1133.963,1142.755556
KLOP18-L1b-8.5-10m,631.8,1127.492,9098.1,1127.492,1135.145
KLOP18-L1b-8.5-10m,632.1,1123.361,9098.4,1123.361,1127.239667
KLOP18-L1b-8.5-10m,632.4,1121.283,9098.7,1121.283,1118.906167
KLOP18-L1b-8.5-10m,632.7,1121.066,9099,1121.066,1110.444444
KLOP18-L1b-8.5-10m,633,1119.626,9099.3,1119.626,1102.673944
KLOP18-L1b-8.5-10m,633.3,1111.916,9099.6,1111.916,1096.405389
KLOP18-L1b-8.5-10m,633.6,1095.673,9099.9,1095.673,1091.602167
KLOP18-L1b-8.5-10m,633.9,1077.899,9100.2,1077.899,1087.591111
KLOP18-L1b-8.5-10m,634.2,1067.247,9100.5,1067.247,1083.562222
KLOP18-L1b-8.5-10m,634.5,1063.174,9100.8,1063.174,1078.555611
KLOP18-L1b-8.5-10m,634.8,1059.566,9101.1,1059.566,1072.365111
KLOP18-L1b-8.5-10m,635.1,1054.228,9101.4,1054.228,1065.960167
KLOP18-L1b-8.5-10m,635.4,1050.298,9101.7,1050.298,1060.3425
KLOP18-L1b-8.5-10m,635.7,1051.776,9102,1051.776,1055.591167
KLOP18-L1b-8.5-10m,636,1059.545,9102.3,1059.545,1051.203667
KLOP18-L1b-8.5-10m,636.3,1068.19,9102.6,1068.19,1046.897278
KLOP18-L1b-8.5-10m,636.6,1070.337,9102.9,1070.337,1042.326667
KLOP18-L1b-8.5-10m,636.9,1061.443,9103.2,1061.443,1036.964278
KLOP18-L1b-8.5-10m,637.2,1037.373,9103.5,1037.373,1030.501222
KLOP18-L1b-8.5-10m,637.5,1011.932,9103.8,1011.932,1023.2455
KLOP18-L1b-8.5-10m,637.8,1005.994,9104.1,1005.994,1015.881278
KLOP18-L1b-8.5-10m,638.1,1019.948,9104.4,1019.948,1008.005833
KLOP18-L1b-8.5-10m,638.4,1034.102,9104.7,1034.102,999.4626667
KLOP18-L1b-8.5-10m,638.7,1032.941,9105,1032.941,992.0174444
KLOP18-L1b-8.5-10m,639,1018.158,9105.3,1018.158,986.5669444
KLOP18-L1b-8.5-10m,639.3,995.628,9105.6,995.628,981.8381111
KLOP18-L1b-8.5-10m,639.6,970.724,9105.9,970.724,976.8815
KLOP18-L1b-8.5-10m,639.9,946.839,9106.2,946.839,972.4117222
KLOP18-L1b-8.5-10m,640.2,928.963,9106.5,928.963,968.6956667
KLOP18-L1b-8.5-10m,640.5,921.672,9106.8,921.672,964.9121111
KLOP18-L1b-8.5-10m,640.8,908.54,9107.1,908.54,960.6085556
KLOP18-L1b-8.5-10m,641.1,897.999,9107.4,897.999,956.572
KLOP18-L1b-8.5-10m,641.4,925.531,9107.7,925.531,953.8814444
KLOP18-L1b-8.5-10m,641.7,970.081,9108,970.081,952.9312222
KLOP18-L1b-8.5-10m,642,985.218,9108.3,985.218,953.619
KLOP18-L1b-8.5-10m,642.3,972.224,9108.6,972.224,955.6336111
KLOP18-L1b-8.5-10m,642.6,956.917,9108.9,956.917,958.576
KLOP18-L1b-8.5-10m,642.9,945.043,9109.2,945.043,961.4874444
KLOP18-L1b-8.5-10m,643.2,937.89,9109.5,937.89,962.7948333
KLOP18-L1b-8.5-10m,643.5,942.484,9109.8,942.484,962.4203333
KLOP18-L1b-8.5-10m,643.8,961.444,9110.1,961.444,961.7111111
KLOP18-L1b-8.5-10m,644.1,984.511,9110.4,984.511,960.8675
KLOP18-L1b-8.5-10m,644.4,1001.054,9110.7,1001.054,959.7976111
KLOP18-L1b-8.5-10m,644.7,1008.008,9111,1008.008,958.3821111
KLOP18-L1b-8.5-10m,645,1006.987,9111.3,1006.987,956.1657778
KLOP18-L1b-8.5-10m,645.3,999.802,9111.6,999.802,953.4681667
KLOP18-L1b-8.5-10m,645.6,981.369,9111.9,981.369,951.9471111
KLOP18-L1b-8.5-10m,645.9,945.205,9112.2,945.205,952.3975
KLOP18-L1b-8.5-10m,646.2,901.799,9112.5,901.799,953.5262222
KLOP18-L1b-8.5-10m,646.5,885.233,9112.8,885.233,953.5605556
KLOP18-L1b-8.5-10m,646.8,910.346,9113.1,910.346,951.8982222
KLOP18-L1b-8.5-10m,647.1,950.823,9113.4,950.823,948.9853333
KLOP18-L1b-8.5-10m,647.4,959.739,9113.7,959.739,945.9782778
KLOP18-L1b-8.5-10m,647.7,932.33,9114,932.33,943.8638333
KLOP18-L1b-8.5-10m,648,908.36,9114.3,908.36,942.8424444
KLOP18-L1b-8.5-10m,648.3,917.664,9114.6,917.664,943.1476111
KLOP18-L1b-8.5-10m,648.6,945.997,9114.9,945.997,945.5731111
KLOP18-L1b-8.5-10m,648.9,962.801,9115.2,962.801,950.6406667
KLOP18-L1b-8.5-10m,649.2,962.062,9115.5,962.062,956.8408333
KLOP18-L1b-8.5-10m,649.5,954.589,9115.8,954.589,961.6165
KLOP18-L1b-8.5-10m,649.8,948.622,9116.1,948.622,963.8958333
KLOP18-L1b-8.5-10m,650.1,953.881,9116.4,953.881,965.4278333
KLOP18-L1b-8.5-10m,650.4,968.927,9116.7,968.927,968.2957778
KLOP18-L1b-8.5-10m,650.7,981.417,9117,981.417,972.1667222
KLOP18-L1b-8.5-10m,651,986.862,9117.3,986.862,974.9271667
KLOP18-L1b-8.5-10m,651.3,988.864,9117.6,988.864,975.5921111
KLOP18-L1b-8.5-10m,651.6,993.015,9117.9,993.015,975.3818889
KLOP18-L1b-8.5-10m,651.9,996.836,9118.2,996.836,976.0399444
KLOP18-L1b-8.5-10m,652.2,996.308,9118.5,996.308,978.0955556
KLOP18-L1b-8.5-10m,652.5,991.851,9118.8,991.851,981.1564444
KLOP18-L1b-8.5-10m,652.8,987.315,9119.1,987.315,984.0218889
KLOP18-L1b-8.5-10m,653.1,983.953,9119.4,983.953,985.7539444
KLOP18-L1b-8.5-10m,653.4,978.037,9119.7,978.037,986.0144444
KLOP18-L1b-8.5-10m,653.7,967.352,9120,967.352,984.8977222
KLOP18-L1b-8.5-10m,654,957.966,9120.3,957.966,982.725
KLOP18-L1b-8.5-10m,654.3,959.017,9120.6,959.017,980.3985556
KLOP18-L1b-8.5-10m,654.6,973.907,9120.9,973.907,979.1040556
KLOP18-L1b-8.5-10m,654.9,991.59,9121.2,991.59,979.126
KLOP18-L1b-8.5-10m,655.2,1003.718,9121.5,1003.718,980.1832222
KLOP18-L1b-8.5-10m,655.5,1005.459,9121.8,1005.459,981.9362778
KLOP18-L1b-8.5-10m,655.8,1000.104,9122.1,1000.104,983.9400556
KLOP18-L1b-8.5-10m,656.1,986.106,9122.4,986.106,986.0597778
KLOP18-L1b-8.5-10m,656.4,966.761,9122.7,966.761,988.5567778
KLOP18-L1b-8.5-10m,656.7,949.755,9123,949.755,991.468
KLOP18-L1b-8.5-10m,657,951.139,9123.3,951.139,994.3161111
KLOP18-L1b-8.5-10m,657.3,973.535,9123.6,973.535,996.4059444
KLOP18-L1b-8.5-10m,657.6,996.703,9123.9,996.703,997.6458333
KLOP18-L1b-8.5-10m,657.9,1010.881,9124.2,1010.881,998.3503333
KLOP18-L1b-8.5-10m,658.2,1018.87,9124.5,1018.87,998.802
KLOP18-L1b-8.5-10m,658.5,1020.021,9124.8,1020.021,998.8126111
KLOP18-L1b-8.5-10m,658.8,1016.192,9125.1,1016.192,998.0903889
KLOP18-L1b-8.5-10m,659.1,1012.298,9125.4,1012.298,996.8704444
KLOP18-L1b-8.5-10m,659.4,1010.368,9125.7,1010.368,995.9356111
KLOP18-L1b-8.5-10m,659.7,1010.283,9126,1010.283,995.172
KLOP18-L1b-8.5-10m,660,1011.524,9126.3,1011.524,993.8469444
KLOP18-L1b-8.5-10m,660.3,1013.908,9126.6,1013.908,992.2343889
KLOP18-L1b-8.5-10m,660.6,1016.399,9126.9,1016.399,990.6845
KLOP18-L1b-8.5-10m,660.9,1013.589,9127.2,1013.589,989.1473889
KLOP18-L1b-8.5-10m,661.2,1000.295,9127.5,1000.295,987.7459444
KLOP18-L1b-8.5-10m,661.5,973.106,9127.8,973.106,986.6216667
KLOP18-L1b-8.5-10m,661.8,944.802,9128.1,944.802,985.6546111
KLOP18-L1b-8.5-10m,662.1,932.928,9128.4,932.928,984.5411111
KLOP18-L1b-8.5-10m,662.4,937.394,9128.7,937.394,983.0736111
KLOP18-L1b-8.5-10m,662.7,949.684,9129,949.684,981.1176667
KLOP18-L1b-8.5-10m,663,967.677,9129.3,967.677,978.4556667
KLOP18-L1b-8.5-10m,663.3,982.983,9129.6,982.983,975.3282222
KLOP18-L1b-8.5-10m,663.6,991.202,9129.9,991.202,972.5582222
KLOP18-L1b-8.5-10m,663.9,994.795,9130.2,994.795,971.0261667
KLOP18-L1b-8.5-10m,664.2,995.955,9130.5,995.955,971.5637778
KLOP18-L1b-8.5-10m,664.5,994.891,9130.8,994.891,974.2626111
KLOP18-L1b-8.5-10m,664.8,990.325,9131.1,990.325,978.2423889
KLOP18-L1b-8.5-10m,665.1,983.868,9131.4,983.868,982.4855556
KLOP18-L1b-8.5-10m,665.4,976.317,9131.7,976.317,986.2290556
KLOP18-L1b-8.5-10m,665.7,965.992,9132,965.992,988.6936667
KLOP18-L1b-8.5-10m,666,960.105,9132.3,960.105,989.4754444
KLOP18-L1b-8.5-10m,666.3,963.729,9132.6,963.729,988.6123889
KLOP18-L1b-8.5-10m,666.6,972.718,9132.9,972.718,986.6687778
KLOP18-L1b-8.5-10m,666.9,982.783,9133.2,982.783,984.5367778
KLOP18-L1b-8.5-10m,667.2,993.381,9133.5,993.381,982.7070556
KLOP18-L1b-8.5-10m,667.5,1004.564,9133.8,1004.564,981.3631667
KLOP18-L1b-8.5-10m,667.8,1013.771,9134.1,1013.771,980.6318333
KLOP18-L1b-8.5-10m,668.1,1017.067,9134.4,1017.067,980.6733333
KLOP18-L1b-8.5-10m,668.4,1012.04,9134.7,1012.04,981.6478333
KLOP18-L1b-8.5-10m,668.7,997.055,9135,997.055,983.3474444
KLOP18-L1b-8.5-10m,669,975.667,9135.3,975.667,985.5059444
KLOP18-L1b-8.5-10m,669.3,959.81,9135.6,959.81,988.1108333
KLOP18-L1b-8.5-10m,669.6,957.579,9135.9,957.579,990.9367222
KLOP18-L1b-8.5-10m,669.9,961.956,9136.2,961.956,993.6117778
KLOP18-L1b-8.5-10m,670.2,966.135,9136.5,966.135,995.8923889
KLOP18-L1b-8.5-10m,670.5,970.704,9136.8,970.704,997.6948333
KLOP18-L1b-8.5-10m,670.8,977.064,9137.1,977.064,999.1752778
KLOP18-L1b-8.5-10m,671.1,983.533,9137.4,983.533,1000.673889
KLOP18-L1b-8.5-10m,671.4,990.698,9137.7,990.698,1002.735
KLOP18-L1b-8.5-10m,671.7,1002.582,9138,1002.582,1005.729444
KLOP18-L1b-8.5-10m,672,1019.606,9138.3,1019.606,1009.280667
KLOP18-L1b-8.5-10m,672.3,1033.649,9138.6,1033.649,1012.537111
KLOP18-L1b-8.5-10m,672.6,1041.532,9138.9,1041.532,1015.062667
KLOP18-L1b-8.5-10m,672.9,1045.615,9139.2,1045.615,1016.841778
KLOP18-L1b-8.5-10m,673.2,1046.215,9139.5,1046.215,1017.793333
KLOP18-L1b-8.5-10m,673.5,1043.715,9139.8,1043.715,1017.959556
KLOP18-L1b-8.5-10m,673.8,1039.015,9140.1,1039.015,1017.568111
KLOP18-L1b-8.5-10m,674.1,1034.155,9140.4,1034.155,1016.696278
KLOP18-L1b-8.5-10m,674.4,1029.567,9140.7,1029.567,1015.006444
KLOP18-L1b-8.5-10m,674.7,1023.732,9141,1023.732,1012.3495
KLOP18-L1b-8.5-10m,675,1016.195,9141.3,1016.195,1009.175667
KLOP18-L1b-8.5-10m,675.3,1007.416,9141.6,1007.416,1005.957889
KLOP18-L1b-8.5-10m,675.6,998.159,9141.9,998.159,1002.897944
KLOP18-L1b-8.5-10m,675.9,987.832,9142.2,987.832,1000.009611
KLOP18-L1b-8.5-10m,676.2,980.056,9142.5,980.056,997.2813333
KLOP18-L1b-8.5-10m,676.5,976.487,9142.8,976.487,994.7241667
KLOP18-L1b-8.5-10m,676.8,975.005,9143.1,975.005,992.3878333
KLOP18-L1b-8.5-10m,677.1,972.165,9143.4,972.165,990.2663333
KLOP18-L1b-8.5-10m,677.4,971.781,9143.7,971.781,988.2419444
KLOP18-L1b-8.5-10m,677.7,976.52,9144,976.52,986.199
KLOP18-L1b-8.5-10m,678,983.612,9144.3,983.612,984.1086111
KLOP18-L1b-8.5-10m,678.3,990.536,9144.6,990.536,982.3361667
KLOP18-L1b-8.5-10m,678.6,994.225,9144.9,994.225,981.5108333
KLOP18-L1b-8.5-10m,678.9,994.606,9145.2,994.606,981.8321667
KLOP18-L1b-8.5-10m,679.2,992.986,9145.5,992.986,982.9298333
KLOP18-L1b-8.5-10m,679.5,992.101,9145.8,992.101,984.3070556
KLOP18-L1b-8.5-10m,679.8,991.38,9146.1,991.38,985.8164444
KLOP18-L1b-8.5-10m,680.1,987.293,9146.4,987.293,987.3367222
KLOP18-L1b-8.5-10m,680.4,979.422,9146.7,979.422,988.5734444
KLOP18-L1b-8.5-10m,680.7,969.789,9147,969.789,989.3025
KLOP18-L1b-8.5-10m,681,966.255,9147.3,966.255,989.4002778
KLOP18-L1b-8.5-10m,681.3,972.976,9147.6,972.976,988.9716667
KLOP18-L1b-8.5-10m,681.6,985.84,9147.9,985.84,988.4024444
KLOP18-L1b-8.5-10m,681.9,996.245,9148.2,996.245,988.1341111
KLOP18-L1b-8.5-10m,682.2,999.795,9148.5,999.795,988.3728333
KLOP18-L1b-8.5-10m,682.5,999.334,9148.8,999.334,989.0803333
KLOP18-L1b-8.5-10m,682.8,999.146,9149.1,999.146,990.1912222
KLOP18-L1b-8.5-10m,683.1,998.781,9149.4,998.781,991.7852778
KLOP18-L1b-8.5-10m,683.4,996.735,9149.7,996.735,993.8430556
KLOP18-L1b-8.5-10m,683.7,992.296,9150,992.296,995.981
KLOP18-L1b-8.5-10m,684,986.51,9150.3,986.51,997.6756111
KLOP18-L1b-8.5-10m,684.3,984.36,9150.6,984.36,998.5715556
KLOP18-L1b-8.5-10m,684.6,988.156,9150.9,988.156,998.7157778
KLOP18-L1b-8.5-10m,684.9,996.398,9151.2,996.398,998.5342778
KLOP18-L1b-8.5-10m,685.2,1004.115,9151.5,1004.115,998.2743889
KLOP18-L1b-8.5-10m,685.5,1007.289,9151.8,1007.289,997.9034444
KLOP18-L1b-8.5-10m,685.8,1008.115,9152.1,1008.115,997.2821667
KLOP18-L1b-8.5-10m,686.1,1006.829,9152.4,1006.829,996.3887778
KLOP18-L1b-8.5-10m,686.4,1004.738,9152.7,1004.738,995.3813889
KLOP18-L1b-8.5-10m,686.7,1003.479,9153,1003.479,994.4645
KLOP18-L1b-8.5-10m,687,1001.967,9153.3,1001.967,993.4678889
KLOP18-L1b-8.5-10m,687.3,998.841,9153.6,998.841,992.0495556
KLOP18-L1b-8.5-10m,687.6,996.528,9153.9,996.528,989.9292222
KLOP18-L1b-8.5-10m,687.9,994.656,9154.2,994.656,987.0827222
KLOP18-L1b-8.5-10m,688.2,992.469,9154.5,992.469,983.6847222
KLOP18-L1b-8.5-10m,688.5,987.598,9154.8,987.598,979.9121667
KLOP18-L1b-8.5-10m,688.8,980.654,9155.1,980.654,976.1186667
KLOP18-L1b-8.5-10m,689.1,974.163,9155.4,974.163,972.7015
KLOP18-L1b-8.5-10m,689.4,970.006,9155.7,970.006,969.9530556
KLOP18-L1b-8.5-10m,689.7,966.421,9156,966.421,968.2913889
KLOP18-L1b-8.5-10m,690,962.626,9156.3,962.626,967.8553889
KLOP18-L1b-8.5-10m,690.3,958.232,9156.6,958.232,968.3383333
KLOP18-L1b-8.5-10m,690.6,952.878,9156.9,952.878,969.4595556
KLOP18-L1b-8.5-10m,690.9,946.125,9157.2,946.125,971.1162778
KLOP18-L1b-8.5-10m,691.2,940.209,9157.5,940.209,973.3693333
KLOP18-L1b-8.5-10m,691.5,938.546,9157.8,938.546,976.2675556
KLOP18-L1b-8.5-10m,691.8,943.229,9158.1,943.229,979.7217222
KLOP18-L1b-8.5-10m,692.1,954.007,9158.4,954.007,983.4450556
KLOP18-L1b-8.5-10m,692.4,972.057,9158.7,972.057,987.2733889
KLOP18-L1b-8.5-10m,692.7,990.993,9159,990.993,991.2082222
KLOP18-L1b-8.5-10m,693,1005.221,9159.3,1005.221,995.2206111
KLOP18-L1b-8.5-10m,693.3,1014.838,9159.6,1014.838,999.3037222
KLOP18-L1b-8.5-10m,693.6,1022.29,9159.9,1022.29,1003.485889
KLOP18-L1b-8.5-10m,693.9,1028.153,9160.2,1028.153,1007.742389
KLOP18-L1b-8.5-10m,694.2,1032.822,9160.5,1032.822,1011.845
KLOP18-L1b-8.5-10m,694.5,1036.338,9160.8,1036.338,1015.579556
KLOP18-L1b-8.5-10m,694.8,1037.026,9161.1,1037.026,1018.783
KLOP18-L1b-8.5-10m,695.1,1035.331,9161.4,1035.331,1021.054611
KLOP18-L1b-8.5-10m,695.4,1033.453,9161.7,1033.453,1022.234056
KLOP18-L1b-8.5-10m,695.7,1030.455,9162,1030.455,1022.553333
KLOP18-L1b-8.5-10m,696,1026.374,9162.3,1026.374,1022.329667
KLOP18-L1b-8.5-10m,696.3,1021.404,9162.6,1021.404,1021.688833
KLOP18-L1b-8.5-10m,696.6,1016.826,9162.9,1016.826,1020.750333
KLOP18-L1b-8.5-10m,696.9,1012.393,9163.2,1012.393,1019.607889
KLOP18-L1b-8.5-10m,697.2,1010.451,9163.5,1010.451,1018.309278
KLOP18-L1b-8.5-10m,697.5,1011.669,9163.8,1011.669,1016.968444
KLOP18-L1b-8.5-10m,697.8,1012.946,9164.1,1012.946,1015.699278
KLOP18-L1b-8.5-10m,698.1,1012.223,9164.4,1012.223,1014.474
KLOP18-L1b-8.5-10m,698.4,1010.968,9164.7,1010.968,1013.288278
KLOP18-L1b-8.5-10m,698.7,1010.812,9165,1010.812,1012.157778
KLOP18-L1b-8.5-10m,699,1010.755,9165.3,1010.755,1011.160778
KLOP18-L1b-8.5-10m,699.3,1011.26,9165.6,1011.26,1010.364444
KLOP18-L1b-8.5-10m,699.6,1012.258,9165.9,1012.258,1009.820833
KLOP18-L1b-8.5-10m,699.9,1012.963,9166.2,1012.963,1009.464167
KLOP18-L1b-8.5-10m,700.2,1012.891,9166.5,1012.891,1009.175222
KLOP18-L1b-8.5-10m,700.5,1012.486,9166.8,1012.486,1008.932278
KLOP18-L1b-8.5-10m,700.8,1011.398,9167.1,1011.398,1008.832111
KLOP18-L1b-8.5-10m,701.1,1009.112,9167.4,1009.112,1008.814333
KLOP18-L1b-8.5-10m,701.4,1006.025,9167.7,1006.025,1008.700833
KLOP18-L1b-8.5-10m,701.7,1003.458,9168,1003.458,1008.366833
KLOP18-L1b-8.5-10m,702,1002.492,9168.3,1002.492,1007.730333
KLOP18-L1b-8.5-10m,702.3,1002.608,9168.6,1002.608,1006.802944
KLOP18-L1b-8.5-10m,702.6,1004.031,9168.9,1004.031,1005.756333
KLOP18-L1b-8.5-10m,702.9,1006.468,9169.2,1006.468,1004.892167
KLOP18-L1b-8.5-10m,703.2,1008.573,9169.5,1008.573,1004.476167
KLOP18-L1b-8.5-10m,703.5,1010.42,9169.8,1010.42,1004.674778
KLOP18-L1b-8.5-10m,703.8,1010.648,9170.1,1010.648,1005.575944
KLOP18-L1b-8.5-10m,704.1,1008.769,9170.4,1008.769,1007.066056
KLOP18-L1b-8.5-10m,704.4,1004.743,9170.7,1004.743,1008.7875
KLOP18-L1b-8.5-10m,704.7,999.803,9171,999.803,1010.090444
KLOP18-L1b-8.5-10m,705,995.565,9171.3,995.565,1010.597222
KLOP18-L1b-8.5-10m,705.3,994.124,9171.6,994.124,1010.269722
KLOP18-L1b-8.5-10m,705.6,997.336,9171.9,997.336,1009.250111
KLOP18-L1b-8.5-10m,705.9,1004.998,9172.2,1004.998,1007.993222
KLOP18-L1b-8.5-10m,706.2,1014.973,9172.5,1014.973,1006.888167
KLOP18-L1b-8.5-10m,706.5,1025.333,9172.8,1025.333,1005.966056
KLOP18-L1b-8.5-10m,706.8,1032.847,9173.1,1032.847,1005.079278
KLOP18-L1b-8.5-10m,707.1,1034.444,9173.4,1034.444,1003.965056
KLOP18-L1b-8.5-10m,707.4,1025.945,9173.7,1025.945,1002.376722
KLOP18-L1b-8.5-10m,707.7,1011.73,9174,1011.73,1000.659556
KLOP18-L1b-8.5-10m,708,998.136,9174.3,998.136,999.5392778
KLOP18-L1b-8.5-10m,708.3,988.115,9174.6,988.115,999.1486667
KLOP18-L1b-8.5-10m,708.6,985.949,9174.9,985.949,998.924
KLOP18-L1b-8.5-10m,708.9,990.529,9175.2,990.529,998.2026111
KLOP18-L1b-8.5-10m,709.2,994.05,9175.5,994.05,996.7126111
KLOP18-L1b-8.5-10m,709.5,992.807,9175.8,992.807,994.6199444
KLOP18-L1b-8.5-10m,709.8,984.687,9176.1,984.687,992.2852222
KLOP18-L1b-8.5-10m,710.1,971.213,9176.4,971.213,990.3071111
KLOP18-L1b-8.5-10m,710.4,964.656,9176.7,964.656,988.9415
KLOP18-L1b-8.5-10m,710.7,973.959,9177,973.959,988.0454444
KLOP18-L1b-8.5-10m,711,990.305,9177.3,990.305,987.3662222
KLOP18-L1b-8.5-10m,711.3,1000.954,9177.6,1000.954,986.5255
KLOP18-L1b-8.5-10m,711.6,1001.988,9177.9,1001.988,985.4065
KLOP18-L1b-8.5-10m,711.9,998.513,9178.2,998.513,984.4125
KLOP18-L1b-8.5-10m,712.2,995.179,9178.5,995.179,983.9451667
KLOP18-L1b-8.5-10m,712.5,992.419,9178.8,992.419,984.1948333
KLOP18-L1b-8.5-10m,712.8,990.339,9179.1,990.339,985.0778333
KLOP18-L1b-8.5-10m,713.1,987.149,9179.4,987.149,985.9266667
KLOP18-L1b-8.5-10m,713.4,982.007,9179.7,982.007,985.852
KLOP18-L1b-8.5-10m,713.7,975.889,9180,975.889,984.5828333
KLOP18-L1b-8.5-10m,714,970.816,9180.3,970.816,982.5916667
KLOP18-L1b-8.5-10m,714.3,970.387,9180.6,970.387,980.5348889
KLOP18-L1b-8.5-10m,714.6,976.158,9180.9,976.158,978.8296667
KLOP18-L1b-8.5-10m,714.9,984.395,9181.2,984.395,977.7666111
KLOP18-L1b-8.5-10m,715.2,989.181,9181.5,989.181,977.4831667
KLOP18-L1b-8.5-10m,715.5,987.107,9181.8,987.107,977.9409444
KLOP18-L1b-8.5-10m,715.8,979.935,9182.1,979.935,978.9965556
KLOP18-L1b-8.5-10m,716.1,972.615,9182.4,972.615,980.6399444
KLOP18-L1b-8.5-10m,716.4,967.46,9182.7,967.46,982.8575
KLOP18-L1b-8.5-10m,716.7,965.113,9183,965.113,985.5875
KLOP18-L1b-8.5-10m,717,964.966,9183.3,964.966,988.553
KLOP18-L1b-8.5-10m,717.3,967.819,9183.6,967.819,991.3818333
KLOP18-L1b-8.5-10m,717.6,976.044,9183.9,976.044,993.8365
KLOP18-L1b-8.5-10m,717.9,987.317,9184.2,987.317,996.0537778
KLOP18-L1b-8.5-10m,718.2,998.579,9184.5,998.579,998.3780556
KLOP18-L1b-8.5-10m,718.5,1006.15,9184.8,1006.15,1001.055222
KLOP18-L1b-8.5-10m,718.8,1011.588,9185.1,1011.588,1003.987333
KLOP18-L1b-8.5-10m,719.1,1015.805,9185.4,1015.805,1007.015056
KLOP18-L1b-8.5-10m,719.4,1019.956,9185.7,1019.956,1009.930278
KLOP18-L1b-8.5-10m,719.7,1023.766,9186,1023.766,1012.542222
KLOP18-L1b-8.5-10m,720,1027.077,9186.3,1027.077,1014.695389
